Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1433679802,BK96440,NY,COM,01/29/2018,60,TR,,S,67730,14230,14280,20181231,66,66,0,529560,KS12,0000,0845P,,K,,1393,OCEAN PKWAY,,0,408,K4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1436180508,169157A,ME,PAS,01/29/2018,60,TRAC,,P,40420,27276,27280,20160229,105,105,105,964233,0105,0000,0047A,,,F,258-04,CRAFT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,1981,-,0,,,,,
8629827038,HAL3154,NY,PAS,01/29/2018,60,SUBN,TOYOT,T,60690,38990,10140,20180407,109,109,109,358175,T401,M,0607A,,Q,F,43-17,Robinson St,,0,408,m2,,YYYYYYY,,,BK,,2014,,0,A,60-Angle Parking,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1433679802,BK96440,NY,COM,01/29/2018,60,TR,,S,67730,14230,14280,20181231,66,66,0,529560,KS12,0000,0845P,,K,,1393,OCEAN PKWAY,,0,408,K4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1436180508,169157A,ME,PAS,01/29/2018,60,TRAC,,P,40420,27276,27280,20160229,105,105,105,964233,0105,0000,0047A,,,F,258-04,CRAFT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,1981,-,0,,,,,
8629827038,HAL3154,NY,PAS,01/29/2018,60,SUBN,TOYOT,T,60690,38990,10140,20180407,109,109,109,358175,T401,M,0607A,,Q,F,43-17,Robinson St,,0,408,m2,,YYYYYYY,,,BK,,2014,,0,A,60-Angle Parking,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1433679802,BK96440,NY,COM,01/29/2018,60,TR,,S,67730,14230,14280,20181231,66,66,0,529560,KS12,0000,0845P,,K,,1393,OCEAN PKWAY,,0,408,K4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1436180508,169157A,ME,PAS,01/29/2018,60,TRAC,,P,40420,27276,27280,20160229,105,105,105,964233,0105,0000,0047A,,,F,258-04,CRAFT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,1981,-,0,,,,,
8629827038,HAL3154,NY,PAS,01/29/2018,60,SUBN,TOYOT,T,60690,38990,10140,20180407,109,109,109,358175,T401,M,0607A,,Q,F,43-17,Robinson St,,0,408,m2,,YYYYYYY,,,BK,,2014,,0,A,60-Angle Parking,,,
