Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1436091329,ELN4123,NY,OMT,01/29/2018,62,SDN,HONDA,P,0,40404,40404,20181019,123,123,123,943496,0123,0000,0909A,0904A,R,O,2,WAIN WRIGHT AVE,,20180129,408,E5,,BBBBBBB,ALL,ALL,GREY,0,2009,-,0,,,,,
1430469262,378ZNK,CT,PAS,01/29/2018,62,SDN,MINI,P,27790,18910,18930,0,23,23,23,929260,0023,0000,0450P,,NY,F,1260,PARK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2017,-,0,,,,,
8631012361,HNW7080,NY,PAS,01/29/2018,62,4DSD,INFIN,T,54570,66390,5440,20190213,114,114,114,365330,T401,V,0118P,,Q,O,9-04,Main Ave,,0,408,d4,,YYYYYYY,,,BL,,2017,,0,R,62-Beyond Marked Space,,,
8635009125,HTY6311,NY,PAS,01/29/2018,62,4DSD,NISSA,T,20190,8440,8590,20191106,115,115,115,365870,T401,L,1015A,,Q,O,34-30,108th St,,0,408,d4,,YYYYYYY,,,BL,,2007,,0,M,62-Beyond Marked Space,,,
8630018148,HDM1835,NY,PAS,01/29/2018,62,4DSD,BMW,T,8440,0,0,20180324,114,114,114,355249,T401,M,0601A,,Q,I,N,34th Ave,4ft E/of 13th St,0,408,d4,,YYYYYYY,,,BK,,2005,,0,E-AM,62-Beyond Marked Space,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1436091329,ELN4123,NY,OMT,01/29/2018,62,SDN,HONDA,P,0,40404,40404,20181019,123,123,123,943496,0123,0000,0909A,0904A,R,O,2,WAIN WRIGHT AVE,,20180129,408,E5,,BBBBBBB,ALL,ALL,GREY,0,2009,-,0,,,,,
1430469262,378ZNK,CT,PAS,01/29/2018,62,SDN,MINI,P,27790,18910,18930,0,23,23,23,929260,0023,0000,0450P,,NY,F,1260,PARK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2017,-,0,,,,,
8631012361,HNW7080,NY,PAS,01/29/2018,62,4DSD,INFIN,T,54570,66390,5440,20190213,114,114,114,365330,T401,V,0118P,,Q,O,9-04,Main Ave,,0,408,d4,,YYYYYYY,,,BL,,2017,,0,R,62-Beyond Marked Space,,,
8635009125,HTY6311,NY,PAS,01/29/2018,62,4DSD,NISSA,T,20190,8440,8590,20191106,115,115,115,365870,T401,L,1015A,,Q,O,34-30,108th St,,0,408,d4,,YYYYYYY,,,BL,,2007,,0,M,62-Beyond Marked Space,,,
8630018148,HDM1835,NY,PAS,01/29/2018,62,4DSD,BMW,T,8440,0,0,20180324,114,114,114,355249,T401,M,0601A,,Q,I,N,34th Ave,4ft E/of 13th St,0,408,d4,,YYYYYYY,,,BK,,2005,,0,E-AM,62-Beyond Marked Space,,,
