Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634459378,HLC8947,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,21540,0,0,20180921,106,106,106,365937,T402,P,0503P,,Q,I,W,123rd St,20ft S/of 115th Ave,0,408,j1,,YYYYYYY,,,WH,,0,,0,U,83-Improper Registration,,,
8623901990,HRZ2377,NY,PAS,01/08/2018,83,VAN,FORD,T,13610,35950,14210,20190919,24,24,24,343918,T103,A,0835A,,NY,F,2828,Broadway,,0,408,j1,,YYYYYYY,,,LTG,,2003,,0,F,83-Improper Registration,,,
8603611567,HHE4590,NY,PAS,01/08/2018,83,SUBN,FORD,T,24540,0,0,20180714,103,103,103,363546,T402,R,0258P,,Q,I,E,169th St,5ft S/of Hillside Av,0,408,j1,,YYYYYYY,,,BL,,2001,,0,CC1,83-Improper Registration,,,
8599722621,HTL7996,NY,PAS,01/08/2018,83,SUBN,FORD,T,35590,15710,11710,20190802,24,24,24,356262,T103,I,1049A,,NY,F,136,W 91st St,,0,408,j1,,YYYYYYY,,,BL,,2003,,0,41,83-Improper Registration,,,
8562085870,HHG6110,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,56490,15090,14990,20180717,104,104,104,359568,T402,F,0226P,,Q,F,71-14,Myrtle Ave,,0,408,j1,,YYYYYYY,,,WH,,2008,,0,28,83-Improper Registration,,,
8634459378,HLC8947,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,21540,0,0,20180921,106,106,106,365937,T402,P,0503P,,Q,I,W,123rd St,20ft S/of 115th Ave,0,408,j1,,YYYYYYY,,,WH,,0,,0,U,83-Improper Registration,,,
8623901990,HRZ2377,NY,PAS,01/08/2018,83,VAN,FORD,T,13610,35950,14210,20190919,24,24,24,343918,T103,A,0835A,,NY,F,2828,Broadway,,0,408,j1,,YYYYYYY,,,LTG,,2003,,0,F,83-Improper Registration,,,
8603611567,HHE4590,NY,PAS,01/08/2018,83,SUBN,FORD,T,24540,0,0,20180714,103,103,103,363546,T402,R,0258P,,Q,I,E,169th St,5ft S/of Hillside Av,0,408,j1,,YYYYYYY,,,BL,,2001,,0,CC1,83-Improper Registration,,,
8599722621,HTL7996,NY,PAS,01/08/2018,83,SUBN,FORD,T,35590,15710,11710,20190802,24,24,24,356262,T103,I,1049A,,NY,F,136,W 91st St,,0,408,j1,,YYYYYYY,,,BL,,2003,,0,41,83-Improper Registration,,,
8562085870,HHG6110,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,56490,15090,14990,20180717,104,104,104,359568,T402,F,0226P,,Q,F,71-14,Myrtle Ave,,0,408,j1,,YYYYYYY,,,WH,,2008,,0,28,83-Improper Registration,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634459378,HLC8947,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,21540,0,0,20180921,106,106,106,365937,T402,P,0503P,,Q,I,W,123rd St,20ft S/of 115th Ave,0,408,j1,,YYYYYYY,,,WH,,0,,0,U,83-Improper Registration,,,
8623901990,HRZ2377,NY,PAS,01/08/2018,83,VAN,FORD,T,13610,35950,14210,20190919,24,24,24,343918,T103,A,0835A,,NY,F,2828,Broadway,,0,408,j1,,YYYYYYY,,,LTG,,2003,,0,F,83-Improper Registration,,,
8603611567,HHE4590,NY,PAS,01/08/2018,83,SUBN,FORD,T,24540,0,0,20180714,103,103,103,363546,T402,R,0258P,,Q,I,E,169th St,5ft S/of Hillside Av,0,408,j1,,YYYYYYY,,,BL,,2001,,0,CC1,83-Improper Registration,,,
8599722621,HTL7996,NY,PAS,01/08/2018,83,SUBN,FORD,T,35590,15710,11710,20190802,24,24,24,356262,T103,I,1049A,,NY,F,136,W 91st St,,0,408,j1,,YYYYYYY,,,BL,,2003,,0,41,83-Improper Registration,,,
8562085870,HHG6110,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,56490,15090,14990,20180717,104,104,104,359568,T402,F,0226P,,Q,F,71-14,Myrtle Ave,,0,408,j1,,YYYYYYY,,,WH,,2008,,0,28,83-Improper Registration,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634459378,HLC8947,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,21540,0,0,20180921,106,106,106,365937,T402,P,0503P,,Q,I,W,123rd St,20ft S/of 115th Ave,0,408,j1,,YYYYYYY,,,WH,,0,,0,U,83-Improper Registration,,,
8623901990,HRZ2377,NY,PAS,01/08/2018,83,VAN,FORD,T,13610,35950,14210,20190919,24,24,24,343918,T103,A,0835A,,NY,F,2828,Broadway,,0,408,j1,,YYYYYYY,,,LTG,,2003,,0,F,83-Improper Registration,,,
8603611567,HHE4590,NY,PAS,01/08/2018,83,SUBN,FORD,T,24540,0,0,20180714,103,103,103,363546,T402,R,0258P,,Q,I,E,169th St,5ft S/of Hillside Av,0,408,j1,,YYYYYYY,,,BL,,2001,,0,CC1,83-Improper Registration,,,
8599722621,HTL7996,NY,PAS,01/08/2018,83,SUBN,FORD,T,35590,15710,11710,20190802,24,24,24,356262,T103,I,1049A,,NY,F,136,W 91st St,,0,408,j1,,YYYYYYY,,,BL,,2003,,0,41,83-Improper Registration,,,
8562085870,HHG6110,NY,PAS,01/08/2018,83,SUBN,CHEVR,T,56490,15090,14990,20180717,104,104,104,359568,T402,F,0226P,,Q,F,71-14,Myrtle Ave,,0,408,j1,,YYYYYYY,,,WH,,2008,,0,28,83-Improper Registration,,,
