Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8578173107,FJX4163,NY,PAS,01/08/2018,62,SUBN,TOYOT,T,87330,69230,63030,20191027,88,88,88,365887,T301,I,0559P,,K,O,149,Vanderbilt Ave,,0,408,d4,,YYYYYYY,,,GY,,2015,,0,C,62-Beyond Marked Space,,,
8563099693,5AJMS9,CT,PAS,01/08/2018,62,4DSD,VOLKS,T,0,0,0,20180088,107,107,107,340127,T402,N,0639A,,Q,I,W,82nd Ave,0ft N/of 138th St,0,408,d4,,YYYYYYY,,,BLACK,,0,,0,H,62-Beyond Marked Space,,,
8578173107,FJX4163,NY,PAS,01/08/2018,62,SUBN,TOYOT,T,87330,69230,63030,20191027,88,88,88,365887,T301,I,0559P,,K,O,149,Vanderbilt Ave,,0,408,d4,,YYYYYYY,,,GY,,2015,,0,C,62-Beyond Marked Space,,,
8563099693,5AJMS9,CT,PAS,01/08/2018,62,4DSD,VOLKS,T,0,0,0,20180088,107,107,107,340127,T402,N,0639A,,Q,I,W,82nd Ave,0ft N/of 138th St,0,408,d4,,YYYYYYY,,,BLACK,,0,,0,H,62-Beyond Marked Space,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8578173107,FJX4163,NY,PAS,01/08/2018,62,SUBN,TOYOT,T,87330,69230,63030,20191027,88,88,88,365887,T301,I,0559P,,K,O,149,Vanderbilt Ave,,0,408,d4,,YYYYYYY,,,GY,,2015,,0,C,62-Beyond Marked Space,,,
8563099693,5AJMS9,CT,PAS,01/08/2018,62,4DSD,VOLKS,T,0,0,0,20180088,107,107,107,340127,T402,N,0639A,,Q,I,W,82nd Ave,0ft N/of 138th St,0,408,d4,,YYYYYYY,,,BLACK,,0,,0,H,62-Beyond Marked Space,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8578173107,FJX4163,NY,PAS,01/08/2018,62,SUBN,TOYOT,T,87330,69230,63030,20191027,88,88,88,365887,T301,I,0559P,,K,O,149,Vanderbilt Ave,,0,408,d4,,YYYYYYY,,,GY,,2015,,0,C,62-Beyond Marked Space,,,
8563099693,5AJMS9,CT,PAS,01/08/2018,62,4DSD,VOLKS,T,0,0,0,20180088,107,107,107,340127,T402,N,0639A,,Q,I,W,82nd Ave,0ft N/of 138th St,0,408,d4,,YYYYYYY,,,BLACK,,0,,0,H,62-Beyond Marked Space,,,
