Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8497041549,25325BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34730,34750,20180228,18,18,18,363494,MTTF,H,0603P,,NY,O,723,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041537,25327BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0601P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041525,25496BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0600P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2014,,0,19,79-Bus Layover (No Pass),,,
8478089512,8BD4686,MD,PAS,01/26/2018,79,VAN,CHEVR,T,17810,10410,25390,88880088,14,14,14,361024,T106,H,0937A,,NY,F,12,E 41st St,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,16,79-Bus Layover (No Pass),,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8497041549,25325BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34730,34750,20180228,18,18,18,363494,MTTF,H,0603P,,NY,O,723,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041537,25327BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0601P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041525,25496BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0600P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2014,,0,19,79-Bus Layover (No Pass),,,
8478089512,8BD4686,MD,PAS,01/26/2018,79,VAN,CHEVR,T,17810,10410,25390,88880088,14,14,14,361024,T106,H,0937A,,NY,F,12,E 41st St,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,16,79-Bus Layover (No Pass),,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8497041549,25325BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34730,34750,20180228,18,18,18,363494,MTTF,H,0603P,,NY,O,723,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041537,25327BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0601P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2006,,0,19,79-Bus Layover (No Pass),,,
8497041525,25496BB,NY,OMR,01/26/2018,79,BUS,,T,10610,34750,34770,20180228,18,18,18,363494,MTTF,H,0600P,,NY,F,750,7th Ave,,0,408,c3,,YYYYYYY,,,RD,,2014,,0,19,79-Bus Layover (No Pass),,,
8478089512,8BD4686,MD,PAS,01/26/2018,79,VAN,CHEVR,T,17810,10410,25390,88880088,14,14,14,361024,T106,H,0937A,,NY,F,12,E 41st St,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,16,79-Bus Layover (No Pass),,,
