Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8603165658,DKN7842,NY,PAS,01/17/2018,98,SUBN,FORD,T,38790,94730,41290,20191017,104,104,104,362584,T402,M,0818A,,Q,F,1635,Centre St,,0,408,f2,,YYYYYYY,,,WH,,2005,,0,B,98-Obstructing Driveway,,,
8546382736,APZ3987,NY,PAS,01/17/2018,98,4DSD,HONDA,T,35380,14380,54050,20190706,62,62,62,363086,T302,A,1146A,,K,F,1628,E 13th St,,0,408,f2,,YYYYYYY,,,WH,,2009,,0,03,98-Obstructing Driveway,,,
8534935099,VNZ5280,VA,PAS,01/17/2018,98,SUBN,HONDA,T,26130,38330,55830,20180688,75,75,75,351964,T301,Y,0218P,,K,F,28,Christopher Ave,,0,408,f2,,YYYYYYY,,,BLACK,,0,,0,SPCL,98-Obstructing Driveway,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8603165658,DKN7842,NY,PAS,01/17/2018,98,SUBN,FORD,T,38790,94730,41290,20191017,104,104,104,362584,T402,M,0818A,,Q,F,1635,Centre St,,0,408,f2,,YYYYYYY,,,WH,,2005,,0,B,98-Obstructing Driveway,,,
8546382736,APZ3987,NY,PAS,01/17/2018,98,4DSD,HONDA,T,35380,14380,54050,20190706,62,62,62,363086,T302,A,1146A,,K,F,1628,E 13th St,,0,408,f2,,YYYYYYY,,,WH,,2009,,0,03,98-Obstructing Driveway,,,
8534935099,VNZ5280,VA,PAS,01/17/2018,98,SUBN,HONDA,T,26130,38330,55830,20180688,75,75,75,351964,T301,Y,0218P,,K,F,28,Christopher Ave,,0,408,f2,,YYYYYYY,,,BLACK,,0,,0,SPCL,98-Obstructing Driveway,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8603165658,DKN7842,NY,PAS,01/17/2018,98,SUBN,FORD,T,38790,94730,41290,20191017,104,104,104,362584,T402,M,0818A,,Q,F,1635,Centre St,,0,408,f2,,YYYYYYY,,,WH,,2005,,0,B,98-Obstructing Driveway,,,
8546382736,APZ3987,NY,PAS,01/17/2018,98,4DSD,HONDA,T,35380,14380,54050,20190706,62,62,62,363086,T302,A,1146A,,K,F,1628,E 13th St,,0,408,f2,,YYYYYYY,,,WH,,2009,,0,03,98-Obstructing Driveway,,,
8534935099,VNZ5280,VA,PAS,01/17/2018,98,SUBN,HONDA,T,26130,38330,55830,20180688,75,75,75,351964,T301,Y,0218P,,K,F,28,Christopher Ave,,0,408,f2,,YYYYYYY,,,BLACK,,0,,0,SPCL,98-Obstructing Driveway,,,
