Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434119087,23ESF,NY,COM,01/02/2018,45,DELV,MACK,P,17090,10110,10010,20181130,9,9,9,959043,0009,0000,0559P,,,F,300,E 5 ST,,0,408,E9,,BBBBBBB,ALL,ALL,GRN,0,2001,-,0,,,,,
1436510004,HWB1209,NY,PAS,01/02/2018,45,SDN,HONDA,P,0,40404,40404,20191030,31,31,34,931357,0034,0000,0257P,,,O,608,ISHAM,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1434119087,23ESF,NY,COM,01/02/2018,45,DELV,MACK,P,17090,10110,10010,20181130,9,9,9,959043,0009,0000,0559P,,,F,300,E 5 ST,,0,408,E9,,BBBBBBB,ALL,ALL,GRN,0,2001,-,0,,,,,
1436510004,HWB1209,NY,PAS,01/02/2018,45,SDN,HONDA,P,0,40404,40404,20191030,31,31,34,931357,0034,0000,0257P,,,O,608,ISHAM,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434119087,23ESF,NY,COM,01/02/2018,45,DELV,MACK,P,17090,10110,10010,20181130,9,9,9,959043,0009,0000,0559P,,,F,300,E 5 ST,,0,408,E9,,BBBBBBB,ALL,ALL,GRN,0,2001,-,0,,,,,
1436510004,HWB1209,NY,PAS,01/02/2018,45,SDN,HONDA,P,0,40404,40404,20191030,31,31,34,931357,0034,0000,0257P,,,O,608,ISHAM,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434119087,23ESF,NY,COM,01/02/2018,45,DELV,MACK,P,17090,10110,10010,20181130,9,9,9,959043,0009,0000,0559P,,,F,300,E 5 ST,,0,408,E9,,BBBBBBB,ALL,ALL,GRN,0,2001,-,0,,,,,
1436510004,HWB1209,NY,PAS,01/02/2018,45,SDN,HONDA,P,0,40404,40404,20191030,31,31,34,931357,0034,0000,0257P,,,O,608,ISHAM,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
