Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8636650422,933RN,NY,SRF,01/20/2018,13,SUBN,NISSA,T,52090,16540,16640,20181012,102,102,102,363561,T402,O,1019A,,Q,O,80-45,Kew Gardens Rd,,0,408,c2,,YYYYYYY,,,RD,,2016,,0,11,13-No Stand (taxi stand),,,
8521248830,HUT9139,NY,PAS,01/20/2018,13,4DSD,CHEVR,T,16910,32690,13610,20190826,34,34,34,353512,T103,N,0714A,,NY,F,209,Dyckman St,,0,408,c2,,YYYYYYY,,,RD,,2017,,0,CC1,13-No Stand (taxi stand),,,
8482049677,IVNT26,FL,PAS,01/20/2018,13,SUBN,JEEP,T,34790,10810,10910,20190288,18,18,18,350424,T106,O,0319P,,NY,F,363,W 51st St,,0,408,c2,,YYYYYYY,,,OTHER,,0,,0,30,13-No Stand (taxi stand),,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8636650422,933RN,NY,SRF,01/20/2018,13,SUBN,NISSA,T,52090,16540,16640,20181012,102,102,102,363561,T402,O,1019A,,Q,O,80-45,Kew Gardens Rd,,0,408,c2,,YYYYYYY,,,RD,,2016,,0,11,13-No Stand (taxi stand),,,
8521248830,HUT9139,NY,PAS,01/20/2018,13,4DSD,CHEVR,T,16910,32690,13610,20190826,34,34,34,353512,T103,N,0714A,,NY,F,209,Dyckman St,,0,408,c2,,YYYYYYY,,,RD,,2017,,0,CC1,13-No Stand (taxi stand),,,
8482049677,IVNT26,FL,PAS,01/20/2018,13,SUBN,JEEP,T,34790,10810,10910,20190288,18,18,18,350424,T106,O,0319P,,NY,F,363,W 51st St,,0,408,c2,,YYYYYYY,,,OTHER,,0,,0,30,13-No Stand (taxi stand),,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8636650422,933RN,NY,SRF,01/20/2018,13,SUBN,NISSA,T,52090,16540,16640,20181012,102,102,102,363561,T402,O,1019A,,Q,O,80-45,Kew Gardens Rd,,0,408,c2,,YYYYYYY,,,RD,,2016,,0,11,13-No Stand (taxi stand),,,
8521248830,HUT9139,NY,PAS,01/20/2018,13,4DSD,CHEVR,T,16910,32690,13610,20190826,34,34,34,353512,T103,N,0714A,,NY,F,209,Dyckman St,,0,408,c2,,YYYYYYY,,,RD,,2017,,0,CC1,13-No Stand (taxi stand),,,
8482049677,IVNT26,FL,PAS,01/20/2018,13,SUBN,JEEP,T,34790,10810,10910,20190288,18,18,18,350424,T106,O,0319P,,NY,F,363,W 51st St,,0,408,c2,,YYYYYYY,,,OTHER,,0,,0,30,13-No Stand (taxi stand),,,
