Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8618102076,AP920Z,NJ,PAS,01/18/2018,52,DELV,INTER,T,0,0,0,88880088,14,14,14,364012,T106,L,1143A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WHITE,,0,,0,19,52-Intersection,,,
8618101898,89841MG,NY,COM,01/18/2018,52,DELV,ISUZU,T,0,0,0,20190630,14,14,14,364012,T106,L,0817A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WH,,2015,,0,19,52-Intersection,,,
8522890614,GTK4200,NY,PAS,01/18/2018,52,SUBN,ME/BE,T,0,0,0,20180811,48,48,48,358648,T201,N,0613A,,BX,I,N,E 178th St,10ft W/of Crotona Pk,0,408,e4,,YYYYYYY,,,SILVE,,2012,,0,G,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8618102076,AP920Z,NJ,PAS,01/18/2018,52,DELV,INTER,T,0,0,0,88880088,14,14,14,364012,T106,L,1143A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WHITE,,0,,0,19,52-Intersection,,,
8618101898,89841MG,NY,COM,01/18/2018,52,DELV,ISUZU,T,0,0,0,20190630,14,14,14,364012,T106,L,0817A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WH,,2015,,0,19,52-Intersection,,,
8522890614,GTK4200,NY,PAS,01/18/2018,52,SUBN,ME/BE,T,0,0,0,20180811,48,48,48,358648,T201,N,0613A,,BX,I,N,E 178th St,10ft W/of Crotona Pk,0,408,e4,,YYYYYYY,,,SILVE,,2012,,0,G,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8618102076,AP920Z,NJ,PAS,01/18/2018,52,DELV,INTER,T,0,0,0,88880088,14,14,14,364012,T106,L,1143A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WHITE,,0,,0,19,52-Intersection,,,
8618101898,89841MG,NY,COM,01/18/2018,52,DELV,ISUZU,T,0,0,0,20190630,14,14,14,364012,T106,L,0817A,,NY,I,N,E 41st St,0ft E/of Park Ave,0,408,e4,,YYYYYYY,,,WH,,2015,,0,19,52-Intersection,,,
8522890614,GTK4200,NY,PAS,01/18/2018,52,SUBN,ME/BE,T,0,0,0,20180811,48,48,48,358648,T201,N,0613A,,BX,I,N,E 178th St,10ft W/of Crotona Pk,0,408,e4,,YYYYYYY,,,SILVE,,2012,,0,G,52-Intersection,,,
