Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8554612747,HTM8187,NY,PAS,01/13/2018,61,4DSD,VOLKS,T,5690,11090,35780,20190913,108,108,108,358571,T401,X,1149A,,Q,F,53-02,11th St,,0,408,m1,,YYYYYYY,,,GY,,2003,,0,33-A,61-Wrong Way,,,
8547830984,HTV9812,NY,PAS,01/13/2018,61,4DSD,HONDA,T,35880,32600,14030,20191023,70,70,70,364879,T302,S,0320P,,K,F,871,E 24th St,,0,408,m1,,YYYYYYY,,,GY,,2017,,0,R,61-Wrong Way,,,
8503994781,L11FBV,NJ,PAS,01/13/2018,61,4DSD,AUDI,T,33390,25020,34030,88880088,6,6,6,367381,T105,D,0230P,,NY,F,835,Washington St,,0,408,m1,,YYYYYYY,,,BLACK,,0,,0,041,61-Wrong Way,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8554612747,HTM8187,NY,PAS,01/13/2018,61,4DSD,VOLKS,T,5690,11090,35780,20190913,108,108,108,358571,T401,X,1149A,,Q,F,53-02,11th St,,0,408,m1,,YYYYYYY,,,GY,,2003,,0,33-A,61-Wrong Way,,,
8547830984,HTV9812,NY,PAS,01/13/2018,61,4DSD,HONDA,T,35880,32600,14030,20191023,70,70,70,364879,T302,S,0320P,,K,F,871,E 24th St,,0,408,m1,,YYYYYYY,,,GY,,2017,,0,R,61-Wrong Way,,,
8503994781,L11FBV,NJ,PAS,01/13/2018,61,4DSD,AUDI,T,33390,25020,34030,88880088,6,6,6,367381,T105,D,0230P,,NY,F,835,Washington St,,0,408,m1,,YYYYYYY,,,BLACK,,0,,0,041,61-Wrong Way,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8554612747,HTM8187,NY,PAS,01/13/2018,61,4DSD,VOLKS,T,5690,11090,35780,20190913,108,108,108,358571,T401,X,1149A,,Q,F,53-02,11th St,,0,408,m1,,YYYYYYY,,,GY,,2003,,0,33-A,61-Wrong Way,,,
8547830984,HTV9812,NY,PAS,01/13/2018,61,4DSD,HONDA,T,35880,32600,14030,20191023,70,70,70,364879,T302,S,0320P,,K,F,871,E 24th St,,0,408,m1,,YYYYYYY,,,GY,,2017,,0,R,61-Wrong Way,,,
8503994781,L11FBV,NJ,PAS,01/13/2018,61,4DSD,AUDI,T,33390,25020,34030,88880088,6,6,6,367381,T105,D,0230P,,NY,F,835,Washington St,,0,408,m1,,YYYYYYY,,,BLACK,,0,,0,041,61-Wrong Way,,,
