Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434994557,BCT5996,NY,PAS,01/12/2018,52,SUBN,DODGE,S,0,0,0,20191012,75,75,0,669655,KN05,0000,1255P,,K,,,I/O AUTUMN AVENUE,WORTMAN AVENUE,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
1436355242,T734942C,NY,OMT,01/12/2018,52,SDN,TOYOT,P,0,40404,40404,20180331,49,49,49,961154,0049,0000,1232P,,BX,O,828,ARNAW AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8629411417,HTY4524,NY,PAS,01/12/2018,52,4DSD,HONDA,T,17990,0,0,20191114,110,110,110,356236,T401,L,0903A,,Q,I,E,88th St,5ft N/of 50th Ave,0,408,e4,,YYYYYYY,,,GY,,2014,,0,R,52-Intersection,,,
8586531194,KMB7426,PA,PAS,01/12/2018,52,SUBN,VOLVO,T,0,0,0,20180088,26,26,26,345331,T103,A,1122A,,NY,I,E,Morningside Ave,0ft S/of W 115th St,0,408,e4,,YYYYYYY,,,GREY,,0,,0,CCC,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434994557,BCT5996,NY,PAS,01/12/2018,52,SUBN,DODGE,S,0,0,0,20191012,75,75,0,669655,KN05,0000,1255P,,K,,,I/O AUTUMN AVENUE,WORTMAN AVENUE,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
1436355242,T734942C,NY,OMT,01/12/2018,52,SDN,TOYOT,P,0,40404,40404,20180331,49,49,49,961154,0049,0000,1232P,,BX,O,828,ARNAW AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8629411417,HTY4524,NY,PAS,01/12/2018,52,4DSD,HONDA,T,17990,0,0,20191114,110,110,110,356236,T401,L,0903A,,Q,I,E,88th St,5ft N/of 50th Ave,0,408,e4,,YYYYYYY,,,GY,,2014,,0,R,52-Intersection,,,
8586531194,KMB7426,PA,PAS,01/12/2018,52,SUBN,VOLVO,T,0,0,0,20180088,26,26,26,345331,T103,A,1122A,,NY,I,E,Morningside Ave,0ft S/of W 115th St,0,408,e4,,YYYYYYY,,,GREY,,0,,0,CCC,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434994557,BCT5996,NY,PAS,01/12/2018,52,SUBN,DODGE,S,0,0,0,20191012,75,75,0,669655,KN05,0000,1255P,,K,,,I/O AUTUMN AVENUE,WORTMAN AVENUE,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
1436355242,T734942C,NY,OMT,01/12/2018,52,SDN,TOYOT,P,0,40404,40404,20180331,49,49,49,961154,0049,0000,1232P,,BX,O,828,ARNAW AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8629411417,HTY4524,NY,PAS,01/12/2018,52,4DSD,HONDA,T,17990,0,0,20191114,110,110,110,356236,T401,L,0903A,,Q,I,E,88th St,5ft N/of 50th Ave,0,408,e4,,YYYYYYY,,,GY,,2014,,0,R,52-Intersection,,,
8586531194,KMB7426,PA,PAS,01/12/2018,52,SUBN,VOLVO,T,0,0,0,20180088,26,26,26,345331,T103,A,1122A,,NY,I,E,Morningside Ave,0ft S/of W 115th St,0,408,e4,,YYYYYYY,,,GREY,,0,,0,CCC,52-Intersection,,,
