Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8590635375,HNY3985,NY,PAS,01/21/2018,72,4DSD,ME/BE,T,18390,10010,45590,20190315,19,19,19,343920,T103,B,0712A,,NY,F,435,E 70th St,,0,408,j7,,YYYYYYY,,,BK,,2012,,0,A,72-Insp Stkr Mutilated,,,
8565884259,GXV2682,NY,PAS,01/21/2018,72,SUBN,FORD,T,11640,0,0,20190722,104,104,104,362177,T402,S,1144A,,Q,I,N,56th Ave,10ft W/of 64th St,0,408,j7,,YYYYYYY,,,GY,,1995,,0,CC2,72-Insp Stkr Mutilated,,,
8538238735,HTK9030,NY,PAS,01/21/2018,72,4DSD,TOYOT,T,73290,86430,57030,20190608,94,94,94,350410,T301,O,1157A,,K,O,44,Richardson St,,0,408,j7,,YYYYYYY,,,GY,,2005,,0,F,72-Insp Stkr Mutilated,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8590635375,HNY3985,NY,PAS,01/21/2018,72,4DSD,ME/BE,T,18390,10010,45590,20190315,19,19,19,343920,T103,B,0712A,,NY,F,435,E 70th St,,0,408,j7,,YYYYYYY,,,BK,,2012,,0,A,72-Insp Stkr Mutilated,,,
8565884259,GXV2682,NY,PAS,01/21/2018,72,SUBN,FORD,T,11640,0,0,20190722,104,104,104,362177,T402,S,1144A,,Q,I,N,56th Ave,10ft W/of 64th St,0,408,j7,,YYYYYYY,,,GY,,1995,,0,CC2,72-Insp Stkr Mutilated,,,
8538238735,HTK9030,NY,PAS,01/21/2018,72,4DSD,TOYOT,T,73290,86430,57030,20190608,94,94,94,350410,T301,O,1157A,,K,O,44,Richardson St,,0,408,j7,,YYYYYYY,,,GY,,2005,,0,F,72-Insp Stkr Mutilated,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8590635375,HNY3985,NY,PAS,01/21/2018,72,4DSD,ME/BE,T,18390,10010,45590,20190315,19,19,19,343920,T103,B,0712A,,NY,F,435,E 70th St,,0,408,j7,,YYYYYYY,,,BK,,2012,,0,A,72-Insp Stkr Mutilated,,,
8565884259,GXV2682,NY,PAS,01/21/2018,72,SUBN,FORD,T,11640,0,0,20190722,104,104,104,362177,T402,S,1144A,,Q,I,N,56th Ave,10ft W/of 64th St,0,408,j7,,YYYYYYY,,,GY,,1995,,0,CC2,72-Insp Stkr Mutilated,,,
8538238735,HTK9030,NY,PAS,01/21/2018,72,4DSD,TOYOT,T,73290,86430,57030,20190608,94,94,94,350410,T301,O,1157A,,K,O,44,Richardson St,,0,408,j7,,YYYYYYY,,,GY,,2005,,0,F,72-Insp Stkr Mutilated,,,
