Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8594871442,HGV205,NY,PAS,01/21/2018,75,SUBN,HONDA,T,52220,47420,37520,20180225,49,49,49,366540,T201,K,1249P,,BX,F,1082,Morris Park Ave,,0,408,j5,,YYYYYYY,,,BK,,2004,,0,08,75-No Match-Plate/Reg. Sticker,,,
8586532691,GSW2399,NY,PAS,01/21/2018,75,SUBN,JEEP,T,11112,0,0,20180922,26,26,26,345331,T103,A,1045A,,NY,I,W,12th Ave,60ft N/of W 135th St,0,408,j5,,YYYYYYY,,,GR,,2003,,0,O,75-No Match-Plate/Reg. Sticker,,,
8572491223,HMP2619,NY,PAS,01/21/2018,75,4DSD,INFIN,T,50750,46340,59820,20181229,43,43,43,332373,T801,B,0051A,,BX,O,1690,Metropolitan Ave,,0,408,j5,,YYYYYYY,,,WH,,2017,,0,D,75-No Match-Plate/Reg. Sticker,,,
8563498952,HRA2102,NY,PAS,01/21/2018,75,SUBN,TOYOT,T,19890,24790,59270,20190731,103,103,103,362618,T402,S,0945A,,Q,F,173-24,106th Ave,,0,408,j5,,YYYYYYY,,,GY,,2007,,0,CC1,75-No Match-Plate/Reg. Sticker,,,
8563010931,HKM3427,NY,PAS,01/21/2018,75,4DSD,ACURA,T,54294,21190,21210,20180911,113,113,113,341140,T402,X,1154A,,Q,O,119-19,Long St,,0,408,j5,,YYYYYYY,,,BL,,2001,,0,R,75-No Match-Plate/Reg. Sticker,,,
8563010682,HDT6504,NY,PAS,01/21/2018,75,SUBN,LEXUS,T,21870,0,0,20171218,113,113,113,341140,T402,X,0654A,,Q,I,S,130th Ave,30ft E/of Guy R Brew,0,408,j5,,YYYYYYY,,,GY,,2012,,0,R,75-No Match-Plate/Reg. Sticker,,,
8539516196,HGL7618,NY,PAS,01/21/2018,75,4DSD,TOYOT,T,86630,49130,18950,20180421,81,81,81,330581,T301,X,1221P,,K,O,49,Utica Ave,,0,408,j5,,YYYYYYY,,,GY,,2013,,0,C,75-No Match-Plate/Reg. Sticker,,,
8539515921,HUW5489,NY,PAS,01/21/2018,75,4DSD,DODGE,T,43330,85730,85330,20191228,81,81,81,330581,T301,X,0725A,,K,F,621,Gates Ave,,0,408,j5,,YYYYYYY,,,WH,,2016,,0,C,75-No Match-Plate/Reg. Sticker,,,
8530591768,GSR7280,NY,PAS,01/21/2018,75,SUBN,CHEVR,T,27780,12550,58020,20190508,52,52,52,356312,T801,B,1027P,,BX,O,286,E 205th St,,0,408,j5,,YYYYYYY,,,WH,,2005,,0,K,75-No Match-Plate/Reg. Sticker,,,
8538238693,HTE5094,NY,PAS,01/21/2018,75,SUBN,NISSA,T,28430,61010,25370,20190906,76,76,76,350410,T301,O,0952A,,K,F,442,Columbia St,,0,408,j5,,YYYYYYY,,,GY,,2004,,0,F,75-No Match-Plate/Reg. Sticker,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8594871442,HGV205,NY,PAS,01/21/2018,75,SUBN,HONDA,T,52220,47420,37520,20180225,49,49,49,366540,T201,K,1249P,,BX,F,1082,Morris Park Ave,,0,408,j5,,YYYYYYY,,,BK,,2004,,0,08,75-No Match-Plate/Reg. Sticker,,,
8586532691,GSW2399,NY,PAS,01/21/2018,75,SUBN,JEEP,T,11112,0,0,20180922,26,26,26,345331,T103,A,1045A,,NY,I,W,12th Ave,60ft N/of W 135th St,0,408,j5,,YYYYYYY,,,GR,,2003,,0,O,75-No Match-Plate/Reg. Sticker,,,
8572491223,HMP2619,NY,PAS,01/21/2018,75,4DSD,INFIN,T,50750,46340,59820,20181229,43,43,43,332373,T801,B,0051A,,BX,O,1690,Metropolitan Ave,,0,408,j5,,YYYYYYY,,,WH,,2017,,0,D,75-No Match-Plate/Reg. Sticker,,,
8563498952,HRA2102,NY,PAS,01/21/2018,75,SUBN,TOYOT,T,19890,24790,59270,20190731,103,103,103,362618,T402,S,0945A,,Q,F,173-24,106th Ave,,0,408,j5,,YYYYYYY,,,GY,,2007,,0,CC1,75-No Match-Plate/Reg. Sticker,,,
8563010931,HKM3427,NY,PAS,01/21/2018,75,4DSD,ACURA,T,54294,21190,21210,20180911,113,113,113,341140,T402,X,1154A,,Q,O,119-19,Long St,,0,408,j5,,YYYYYYY,,,BL,,2001,,0,R,75-No Match-Plate/Reg. Sticker,,,
8563010682,HDT6504,NY,PAS,01/21/2018,75,SUBN,LEXUS,T,21870,0,0,20171218,113,113,113,341140,T402,X,0654A,,Q,I,S,130th Ave,30ft E/of Guy R Brew,0,408,j5,,YYYYYYY,,,GY,,2012,,0,R,75-No Match-Plate/Reg. Sticker,,,
8539516196,HGL7618,NY,PAS,01/21/2018,75,4DSD,TOYOT,T,86630,49130,18950,20180421,81,81,81,330581,T301,X,1221P,,K,O,49,Utica Ave,,0,408,j5,,YYYYYYY,,,GY,,2013,,0,C,75-No Match-Plate/Reg. Sticker,,,
8539515921,HUW5489,NY,PAS,01/21/2018,75,4DSD,DODGE,T,43330,85730,85330,20191228,81,81,81,330581,T301,X,0725A,,K,F,621,Gates Ave,,0,408,j5,,YYYYYYY,,,WH,,2016,,0,C,75-No Match-Plate/Reg. Sticker,,,
8530591768,GSR7280,NY,PAS,01/21/2018,75,SUBN,CHEVR,T,27780,12550,58020,20190508,52,52,52,356312,T801,B,1027P,,BX,O,286,E 205th St,,0,408,j5,,YYYYYYY,,,WH,,2005,,0,K,75-No Match-Plate/Reg. Sticker,,,
8538238693,HTE5094,NY,PAS,01/21/2018,75,SUBN,NISSA,T,28430,61010,25370,20190906,76,76,76,350410,T301,O,0952A,,K,F,442,Columbia St,,0,408,j5,,YYYYYYY,,,GY,,2004,,0,F,75-No Match-Plate/Reg. Sticker,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8594871442,HGV205,NY,PAS,01/21/2018,75,SUBN,HONDA,T,52220,47420,37520,20180225,49,49,49,366540,T201,K,1249P,,BX,F,1082,Morris Park Ave,,0,408,j5,,YYYYYYY,,,BK,,2004,,0,08,75-No Match-Plate/Reg. Sticker,,,
8586532691,GSW2399,NY,PAS,01/21/2018,75,SUBN,JEEP,T,11112,0,0,20180922,26,26,26,345331,T103,A,1045A,,NY,I,W,12th Ave,60ft N/of W 135th St,0,408,j5,,YYYYYYY,,,GR,,2003,,0,O,75-No Match-Plate/Reg. Sticker,,,
8572491223,HMP2619,NY,PAS,01/21/2018,75,4DSD,INFIN,T,50750,46340,59820,20181229,43,43,43,332373,T801,B,0051A,,BX,O,1690,Metropolitan Ave,,0,408,j5,,YYYYYYY,,,WH,,2017,,0,D,75-No Match-Plate/Reg. Sticker,,,
8563498952,HRA2102,NY,PAS,01/21/2018,75,SUBN,TOYOT,T,19890,24790,59270,20190731,103,103,103,362618,T402,S,0945A,,Q,F,173-24,106th Ave,,0,408,j5,,YYYYYYY,,,GY,,2007,,0,CC1,75-No Match-Plate/Reg. Sticker,,,
8563010931,HKM3427,NY,PAS,01/21/2018,75,4DSD,ACURA,T,54294,21190,21210,20180911,113,113,113,341140,T402,X,1154A,,Q,O,119-19,Long St,,0,408,j5,,YYYYYYY,,,BL,,2001,,0,R,75-No Match-Plate/Reg. Sticker,,,
8563010682,HDT6504,NY,PAS,01/21/2018,75,SUBN,LEXUS,T,21870,0,0,20171218,113,113,113,341140,T402,X,0654A,,Q,I,S,130th Ave,30ft E/of Guy R Brew,0,408,j5,,YYYYYYY,,,GY,,2012,,0,R,75-No Match-Plate/Reg. Sticker,,,
