Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8498985894,9H30B,NY,OMT,01/01/2018,9,TAXI,TOYOT,T,34610,11110,0,88880088,10,10,10,361372,MTTF,H,1255P,,NY,X,,W 42nd St,11th Ave,0,408,e1,,YYYYYYY,,,YELLO,,0,,0,16,09-Blocking the Box,,,
1434041177,N4P6559,NY,PAS,01/01/2018,9,P-U,TOYOT,P,36790,11710,13610,20180731,30,30,30,906089,0030,0000,0645P,,NY,F,533,W 151 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1429502125,DHT1710,NY,PAS,01/01/2018,9,SDN,DODGE,P,0,0,0,20190828,121,121,121,963381,0121,0000,0312A,,R,,,C/O BIDWELL AVE,WATERS AVE,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2003,-,0,,,,,
8498985894,9H30B,NY,OMT,01/01/2018,9,TAXI,TOYOT,T,34610,11110,0,88880088,10,10,10,361372,MTTF,H,1255P,,NY,X,,W 42nd St,11th Ave,0,408,e1,,YYYYYYY,,,YELLO,,0,,0,16,09-Blocking the Box,,,
1434041177,N4P6559,NY,PAS,01/01/2018,9,P-U,TOYOT,P,36790,11710,13610,20180731,30,30,30,906089,0030,0000,0645P,,NY,F,533,W 151 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1429502125,DHT1710,NY,PAS,01/01/2018,9,SDN,DODGE,P,0,0,0,20190828,121,121,121,963381,0121,0000,0312A,,R,,,C/O BIDWELL AVE,WATERS AVE,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2003,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8498985894,9H30B,NY,OMT,01/01/2018,9,TAXI,TOYOT,T,34610,11110,0,88880088,10,10,10,361372,MTTF,H,1255P,,NY,X,,W 42nd St,11th Ave,0,408,e1,,YYYYYYY,,,YELLO,,0,,0,16,09-Blocking the Box,,,
1434041177,N4P6559,NY,PAS,01/01/2018,9,P-U,TOYOT,P,36790,11710,13610,20180731,30,30,30,906089,0030,0000,0645P,,NY,F,533,W 151 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1429502125,DHT1710,NY,PAS,01/01/2018,9,SDN,DODGE,P,0,0,0,20190828,121,121,121,963381,0121,0000,0312A,,R,,,C/O BIDWELL AVE,WATERS AVE,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2003,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8498985894,9H30B,NY,OMT,01/01/2018,9,TAXI,TOYOT,T,34610,11110,0,88880088,10,10,10,361372,MTTF,H,1255P,,NY,X,,W 42nd St,11th Ave,0,408,e1,,YYYYYYY,,,YELLO,,0,,0,16,09-Blocking the Box,,,
1434041177,N4P6559,NY,PAS,01/01/2018,9,P-U,TOYOT,P,36790,11710,13610,20180731,30,30,30,906089,0030,0000,0645P,,NY,F,533,W 151 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1429502125,DHT1710,NY,PAS,01/01/2018,9,SDN,DODGE,P,0,0,0,20190828,121,121,121,963381,0121,0000,0312A,,R,,,C/O BIDWELL AVE,WATERS AVE,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2003,-,0,,,,,
