Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1415332745,T704683C,NY,999,01/01/2018,91,SDN,HONDA,P,73190,72930,53030,20180730,81,81,81,955175,0081,0000,0235P,,K,F,212,REID AVE,,0,408,N1,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1435183356,HNZ6040,NY,PAS,01/01/2018,91,SUBN,FORD,P,0,21890,0,20190328,106,106,106,962323,0106,0000,1119A,,Q,,,NE C/O 111 AVE,130 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1415332745,T704683C,NY,999,01/01/2018,91,SDN,HONDA,P,73190,72930,53030,20180730,81,81,81,955175,0081,0000,0235P,,K,F,212,REID AVE,,0,408,N1,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1435183356,HNZ6040,NY,PAS,01/01/2018,91,SUBN,FORD,P,0,21890,0,20190328,106,106,106,962323,0106,0000,1119A,,Q,,,NE C/O 111 AVE,130 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1415332745,T704683C,NY,999,01/01/2018,91,SDN,HONDA,P,73190,72930,53030,20180730,81,81,81,955175,0081,0000,0235P,,K,F,212,REID AVE,,0,408,N1,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1435183356,HNZ6040,NY,PAS,01/01/2018,91,SUBN,FORD,P,0,21890,0,20190328,106,106,106,962323,0106,0000,1119A,,Q,,,NE C/O 111 AVE,130 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1415332745,T704683C,NY,999,01/01/2018,91,SDN,HONDA,P,73190,72930,53030,20180730,81,81,81,955175,0081,0000,0235P,,K,F,212,REID AVE,,0,408,N1,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,
1435183356,HNZ6040,NY,PAS,01/01/2018,91,SUBN,FORD,P,0,21890,0,20190328,106,106,106,962323,0106,0000,1119A,,Q,,,NE C/O 111 AVE,130 ST,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
