Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8635155397,HLD8944,NY,PAS,01/17/2018,72,4DSD,TOYOT,T,64290,7790,7990,20190316,114,114,114,354002,T401,G,1231P,,Q,F,30-11,Steinway St,,0,408,j7,,YYYYYYY,,,BL,,2002,,0,30,72-Insp Stkr Mutilated,,,
8634463059,GFW6761,NY,PAS,01/17/2018,72,SUBN,TOYOT,T,17990,18040,18290,20190822,102,102,102,365937,T402,P,0333P,,Q,F,89-34,88th St,,0,408,j7,,YYYYYYY,,,WH,,2005,,0,J,72-Insp Stkr Mutilated,,,
8631061554,HUZ2661,NY,PAS,01/17/2018,72,4DSD,BMW,T,16590,8590,8790,20191009,110,110,110,356560,T401,G,0213P,,Q,F,35-64,80th St,,0,408,j7,,YYYYYYY,,,BK,,2008,,0,23,72-Insp Stkr Mutilated,,,
8629923398,HJN2164,NY,PAS,01/17/2018,72,4DSD,NISSA,T,13490,61090,65185,20180728,108,108,108,361893,T401,S,1115A,,Q,O,39-73,64th St,,0,408,j7,,YYYYYYY,,,BK,,2008,,0,41,72-Insp Stkr Mutilated,,,
8609050129,HES8777,NY,PAS,01/17/2018,72,4DSD,CHRYS,T,26820,52320,38520,20180419,43,43,43,355281,T801,A,1137P,,BX,F,1629,E 172nd St,,0,408,j7,,YYYYYYY,,,GY,,2006,,0,D,72A-Insp Stkr Counterfeit,,,
8608701418,HLC5422,NY,PAS,01/17/2018,72,4DSD,HONDA,T,70220,74400,74450,20181228,46,46,46,355684,T801,B,0943P,,BX,F,1571,Undercliff Ave,,0,408,j7,,YYYYYYY,,,GR,,0,,0,A,72A-Insp Stkr Counterfeit,,,
8597771318,HSA3967,NY,PAS,01/17/2018,72,4DSD,NISSA,T,37290,10540,10640,20190727,114,114,114,366544,T401,H,0119P,,Q,F,47-16,Broadway,,0,408,j7,,YYYYYYY,,,GY,,2005,,0,27-P,72-Insp Stkr Mutilated,,,
8603365179,HRP1808,NY,OMS,01/17/2018,72,4DSD,CHEVR,T,22390,24090,57190,20180930,113,113,113,363074,T402,R,0209P,,Q,F,161-06,137th Ave,,0,408,j7,,YYYYYYY,,,WH,,2017,,0,R,72-Insp Stkr Mutilated,,,
8603365106,HFH4640,NY,PAS,01/17/2018,72,4DSD,ACURA,T,35670,22390,35807,20180602,113,113,113,363074,T402,R,0130P,,Q,F,13727,Belknap St,,0,408,j7,,YYYYYYY,,,BL,,2006,,0,R,72-Insp Stkr Mutilated,,,
8589026073,HLD7605,NY,PAS,01/17/2018,72,SUBN,ROVER,T,7540,10740,10840,20190222,114,114,114,355127,T401,C,0854A,,Q,F,49-15,28th Ave,,0,408,j7,,YYYYYYY,,,GR,,2004,,0,52-A,72-Insp Stkr Mutilated,,,
