Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8619410672,49783JG,NY,COM,01/08/2018,52,DELV,GMC,T,0,0,0,88880088,17,17,17,364822,T102,A,0418P,,NY,I,E,Lexington Ave,0ft S/of E 25th St,0,408,e4,,YYYYYYY,,,BROWN,,1986,,0,G,52-Intersection,,,
1433973297,GNN9273,NY,PAS,01/08/2018,52,SUBN,JEEP,P,0,0,0,20180411,77,77,77,956473,0077,0000,0125A,,K,,,N/S STERLING PLACE,W/O VIRGINIA PLACE,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,1997,-,0,,,,,
8619410672,49783JG,NY,COM,01/08/2018,52,DELV,GMC,T,0,0,0,88880088,17,17,17,364822,T102,A,0418P,,NY,I,E,Lexington Ave,0ft S/of E 25th St,0,408,e4,,YYYYYYY,,,BROWN,,1986,,0,G,52-Intersection,,,
1433973297,GNN9273,NY,PAS,01/08/2018,52,SUBN,JEEP,P,0,0,0,20180411,77,77,77,956473,0077,0000,0125A,,K,,,N/S STERLING PLACE,W/O VIRGINIA PLACE,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,1997,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8619410672,49783JG,NY,COM,01/08/2018,52,DELV,GMC,T,0,0,0,88880088,17,17,17,364822,T102,A,0418P,,NY,I,E,Lexington Ave,0ft S/of E 25th St,0,408,e4,,YYYYYYY,,,BROWN,,1986,,0,G,52-Intersection,,,
1433973297,GNN9273,NY,PAS,01/08/2018,52,SUBN,JEEP,P,0,0,0,20180411,77,77,77,956473,0077,0000,0125A,,K,,,N/S STERLING PLACE,W/O VIRGINIA PLACE,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,1997,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8619410672,49783JG,NY,COM,01/08/2018,52,DELV,GMC,T,0,0,0,88880088,17,17,17,364822,T102,A,0418P,,NY,I,E,Lexington Ave,0ft S/of E 25th St,0,408,e4,,YYYYYYY,,,BROWN,,1986,,0,G,52-Intersection,,,
1433973297,GNN9273,NY,PAS,01/08/2018,52,SUBN,JEEP,P,0,0,0,20180411,77,77,77,956473,0077,0000,0125A,,K,,,N/S STERLING PLACE,W/O VIRGINIA PLACE,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,1997,-,0,,,,,
