Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1437315343,3684A,MA,OMR,01/31/2018,3,BUS,VANHO,P,10510,34390,34410,0,14,14,401,958739,0401,0000,0240P,,NY,F,894,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1437257793,BNO4311,PA,PAS,01/31/2018,3,BUS,FORD,P,10810,34450,34470,0,,0,401,948095,0401,0000,0520P,,NY,F,490,8TH AVE,,0,408,C1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1437257768,BNO3757,PA,PAS,01/31/2018,3,BUS,MCI,P,10810,34050,34070,0,10,10,401,948095,0401,0000,0320P,,NY,F,94,8TH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,1998,-,0,,,,,
1437314831,93172,MA,OMR,01/31/2018,3,BUS,,P,10510,34390,34410,0,18,18,401,960565,0401,0000,0635P,,NY,F,876,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1437315343,3684A,MA,OMR,01/31/2018,3,BUS,VANHO,P,10510,34390,34410,0,14,14,401,958739,0401,0000,0240P,,NY,F,894,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1437257793,BNO4311,PA,PAS,01/31/2018,3,BUS,FORD,P,10810,34450,34470,0,,0,401,948095,0401,0000,0520P,,NY,F,490,8TH AVE,,0,408,C1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1437257768,BNO3757,PA,PAS,01/31/2018,3,BUS,MCI,P,10810,34050,34070,0,10,10,401,948095,0401,0000,0320P,,NY,F,94,8TH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,1998,-,0,,,,,
1437314831,93172,MA,OMR,01/31/2018,3,BUS,,P,10510,34390,34410,0,18,18,401,960565,0401,0000,0635P,,NY,F,876,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1437315343,3684A,MA,OMR,01/31/2018,3,BUS,VANHO,P,10510,34390,34410,0,14,14,401,958739,0401,0000,0240P,,NY,F,894,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1437257793,BNO4311,PA,PAS,01/31/2018,3,BUS,FORD,P,10810,34450,34470,0,,0,401,948095,0401,0000,0520P,,NY,F,490,8TH AVE,,0,408,C1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1437257768,BNO3757,PA,PAS,01/31/2018,3,BUS,MCI,P,10810,34050,34070,0,10,10,401,948095,0401,0000,0320P,,NY,F,94,8TH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,1998,-,0,,,,,
1437314831,93172,MA,OMR,01/31/2018,3,BUS,,P,10510,34390,34410,0,18,18,401,960565,0401,0000,0635P,,NY,F,876,6TH AVE,,0,408,D7,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
