Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8511590262,36509ME,NY,COM,01/31/2018,73,VAN,GMC,T,25390,18910,18930,20180430,23,23,23,355417,T103,H,1115A,,NY,F,1406,Madison Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2005,,0,59,73-Reg Stkr Mutilated,,,
8500383434,71800JU,NY,COM,01/31/2018,73,VAN,FORD,T,11010,34910,34930,20180731,18,18,18,355649,MTTF,D,0945A,,NY,O,881,10th Ave,,0,408,j4,,YYYYYYY,,,GREY,,2006,,0,01,73-Reg Stkr Mutilated,,,
8512069170,11464ME,NY,COM,01/31/2018,73,DELV,FORD,T,15710,35570,35590,20190131,20,20,20,356493,T103,PP,0732A,,NY,F,625,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2008,,0,01,73A-Reg Stkr Counterfeit,,,
8517388112,10790ME,NY,COM,01/31/2018,73,VAN,FRUEH,T,15710,35130,35150,88880088,20,20,20,362517,T103,G,0914A,,NY,F,189,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2014,,0,CC1,73A-Reg Stkr Counterfeit,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8511590262,36509ME,NY,COM,01/31/2018,73,VAN,GMC,T,25390,18910,18930,20180430,23,23,23,355417,T103,H,1115A,,NY,F,1406,Madison Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2005,,0,59,73-Reg Stkr Mutilated,,,
8500383434,71800JU,NY,COM,01/31/2018,73,VAN,FORD,T,11010,34910,34930,20180731,18,18,18,355649,MTTF,D,0945A,,NY,O,881,10th Ave,,0,408,j4,,YYYYYYY,,,GREY,,2006,,0,01,73-Reg Stkr Mutilated,,,
8512069170,11464ME,NY,COM,01/31/2018,73,DELV,FORD,T,15710,35570,35590,20190131,20,20,20,356493,T103,PP,0732A,,NY,F,625,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2008,,0,01,73A-Reg Stkr Counterfeit,,,
8517388112,10790ME,NY,COM,01/31/2018,73,VAN,FRUEH,T,15710,35130,35150,88880088,20,20,20,362517,T103,G,0914A,,NY,F,189,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2014,,0,CC1,73A-Reg Stkr Counterfeit,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8511590262,36509ME,NY,COM,01/31/2018,73,VAN,GMC,T,25390,18910,18930,20180430,23,23,23,355417,T103,H,1115A,,NY,F,1406,Madison Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2005,,0,59,73-Reg Stkr Mutilated,,,
8500383434,71800JU,NY,COM,01/31/2018,73,VAN,FORD,T,11010,34910,34930,20180731,18,18,18,355649,MTTF,D,0945A,,NY,O,881,10th Ave,,0,408,j4,,YYYYYYY,,,GREY,,2006,,0,01,73-Reg Stkr Mutilated,,,
8512069170,11464ME,NY,COM,01/31/2018,73,DELV,FORD,T,15710,35570,35590,20190131,20,20,20,356493,T103,PP,0732A,,NY,F,625,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2008,,0,01,73A-Reg Stkr Counterfeit,,,
8517388112,10790ME,NY,COM,01/31/2018,73,VAN,FRUEH,T,15710,35130,35150,88880088,20,20,20,362517,T103,G,0914A,,NY,F,189,Columbus Ave,,0,408,j4,,YYYYYYY,,,WHITE,,2014,,0,CC1,73A-Reg Stkr Counterfeit,,,
