Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8555288484,77321MJ,NY,COM,01/31/2018,75,VAN,ME/BE,T,10090,7240,7540,20181227,114,114,114,358918,T401,A,0937A,,Q,F,25-95,44th St,,0,408,j5,,YYYYYYY,,,GY,,2010,,0,29,75-No Match-Plate/Reg. Sticker,,,
8535881001,19558PB,NY,IRP,01/31/2018,75,TR,FRUEH,T,19125,19127,73855,20150531,63,63,63,341120,T802,B,1151P,,K,O,1810,Bergen Ave,,0,408,j5,,YYYYYYY,,,WH,,2007,,0,CC3,75-No Match-Plate/Reg. Sticker,,,
8549841626,26294TC,NY,TRC,01/31/2018,75,TRAC,INTER,T,54050,28830,35330,20181130,61,61,61,353426,T302,R,0445P,,K,O,1103,Kings Hwy,,0,408,j5,,YYYYYYY,,,RD,,2003,,0,03,75-No Match-Plate/Reg. Sticker,,,
8516246978,69791JT,NY,COM,01/31/2018,75,PICK,FORD,T,19430,27790,24890,20190331,25,25,25,354188,T103,I,1025A,,NY,O,116,E 124th St,,0,408,j5,,YYYYYYY,,,GR,,2005,,0,33,75-No Match-Plate/Reg. Sticker,,,
8478890853,EAU2367,NY,PAS,01/31/2018,75,4DSD,VOLKS,T,10410,17270,17290,20170727,13,13,13,365871,T102,N,0440P,,NY,F,71,5th Ave,,0,408,j5,,YYYYYYY,,,GY,,2007,,0,14,75-No Match-Plate/Reg. Sticker,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8555288484,77321MJ,NY,COM,01/31/2018,75,VAN,ME/BE,T,10090,7240,7540,20181227,114,114,114,358918,T401,A,0937A,,Q,F,25-95,44th St,,0,408,j5,,YYYYYYY,,,GY,,2010,,0,29,75-No Match-Plate/Reg. Sticker,,,
8535881001,19558PB,NY,IRP,01/31/2018,75,TR,FRUEH,T,19125,19127,73855,20150531,63,63,63,341120,T802,B,1151P,,K,O,1810,Bergen Ave,,0,408,j5,,YYYYYYY,,,WH,,2007,,0,CC3,75-No Match-Plate/Reg. Sticker,,,
8549841626,26294TC,NY,TRC,01/31/2018,75,TRAC,INTER,T,54050,28830,35330,20181130,61,61,61,353426,T302,R,0445P,,K,O,1103,Kings Hwy,,0,408,j5,,YYYYYYY,,,RD,,2003,,0,03,75-No Match-Plate/Reg. Sticker,,,
8516246978,69791JT,NY,COM,01/31/2018,75,PICK,FORD,T,19430,27790,24890,20190331,25,25,25,354188,T103,I,1025A,,NY,O,116,E 124th St,,0,408,j5,,YYYYYYY,,,GR,,2005,,0,33,75-No Match-Plate/Reg. Sticker,,,
8478890853,EAU2367,NY,PAS,01/31/2018,75,4DSD,VOLKS,T,10410,17270,17290,20170727,13,13,13,365871,T102,N,0440P,,NY,F,71,5th Ave,,0,408,j5,,YYYYYYY,,,GY,,2007,,0,14,75-No Match-Plate/Reg. Sticker,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8555288484,77321MJ,NY,COM,01/31/2018,75,VAN,ME/BE,T,10090,7240,7540,20181227,114,114,114,358918,T401,A,0937A,,Q,F,25-95,44th St,,0,408,j5,,YYYYYYY,,,GY,,2010,,0,29,75-No Match-Plate/Reg. Sticker,,,
8535881001,19558PB,NY,IRP,01/31/2018,75,TR,FRUEH,T,19125,19127,73855,20150531,63,63,63,341120,T802,B,1151P,,K,O,1810,Bergen Ave,,0,408,j5,,YYYYYYY,,,WH,,2007,,0,CC3,75-No Match-Plate/Reg. Sticker,,,
8549841626,26294TC,NY,TRC,01/31/2018,75,TRAC,INTER,T,54050,28830,35330,20181130,61,61,61,353426,T302,R,0445P,,K,O,1103,Kings Hwy,,0,408,j5,,YYYYYYY,,,RD,,2003,,0,03,75-No Match-Plate/Reg. Sticker,,,
