Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8635501184,EYA9660,NY,PAS,01/05/2018,74,4DSD,AUDI,T,6430,5880,72630,20180314,78,78,78,355667,T302,C,0218P,,K,O,455,13th St,,0,408,j2,,YYYYYYY,,,WH,,2016,,0,60,74-Missing Display Plate,,,
8633157524,AH02531,CT,PAS,01/05/2018,74,2DSD,FORD,T,31470,10425,16910,88880088,34,34,34,356335,T103,J,1104A,,NY,O,25,Staff St,,0,408,j2,,YYYYYYY,,,BLACK,,0,,0,26,74A-Improperly Displayed Plate,,,
8631301073,AZN5422,NY,PAS,01/05/2018,74,SUBN,TOYOT,T,53390,8590,38360,20180210,109,109,109,357359,T401,J,0116P,,Q,O,35-06,Leavitt St,,0,408,j2,,YYYYYYY,,,BK,,0,,0,08,74A-Improperly Displayed Plate,,,
8626958274,BM2W,NY,ORG,01/05/2018,74,2DSD,BMW,T,10110,18770,18790,20190730,19,19,19,365335,T103,Y,1013A,,NY,F,1728,2nd Ave,,0,408,j2,,YYYYYYY,,,BK,,2015,,0,CC1,74-Missing Display Plate,,,
8623458310,12574JY,NY,COM,01/05/2018,74,VAN,GMC,T,10110,18490,18510,88880088,19,19,19,362620,T103,D,0948A,,NY,F,1441,2nd Ave,,0,408,j2,,YYYYYYY,,,WHITE,,2007,,0,30,74-Missing Display Plate,,,
8616379290,HTT6501,NY,PAS,01/05/2018,74,SUBN,LEXUS,T,34050,10610,10810,20190618,6,6,6,362626,T101,D,0505P,,NY,F,200,W 14th St,,0,408,j2,,YYYYYYY,,,BK,,2013,,0,57,74B-Covered Plate,,,
8610517330,NYP6426,NY,SRN,01/05/2018,74,2DSD,TOYOT,T,5780,56030,19330,20180731,78,78,78,358226,T301,C,0357P,,K,F,70,7th Ave,,0,408,j2,,YYYYYYY,,,BLACK,,2007,,0,19,74A-Improperly Displayed Plate,,,
8635501184,EYA9660,NY,PAS,01/05/2018,74,4DSD,AUDI,T,6430,5880,72630,20180314,78,78,78,355667,T302,C,0218P,,K,O,455,13th St,,0,408,j2,,YYYYYYY,,,WH,,2016,,0,60,74-Missing Display Plate,,,
8633157524,AH02531,CT,PAS,01/05/2018,74,2DSD,FORD,T,31470,10425,16910,88880088,34,34,34,356335,T103,J,1104A,,NY,O,25,Staff St,,0,408,j2,,YYYYYYY,,,BLACK,,0,,0,26,74A-Improperly Displayed Plate,,,
8631301073,AZN5422,NY,PAS,01/05/2018,74,SUBN,TOYOT,T,53390,8590,38360,20180210,109,109,109,357359,T401,J,0116P,,Q,O,35-06,Leavitt St,,0,408,j2,,YYYYYYY,,,BK,,0,,0,08,74A-Improperly Displayed Plate,,,
8626958274,BM2W,NY,ORG,01/05/2018,74,2DSD,BMW,T,10110,18770,18790,20190730,19,19,19,365335,T103,Y,1013A,,NY,F,1728,2nd Ave,,0,408,j2,,YYYYYYY,,,BK,,2015,,0,CC1,74-Missing Display Plate,,,
8623458310,12574JY,NY,COM,01/05/2018,74,VAN,GMC,T,10110,18490,18510,88880088,19,19,19,362620,T103,D,0948A,,NY,F,1441,2nd Ave,,0,408,j2,,YYYYYYY,,,WHITE,,2007,,0,30,74-Missing Display Plate,,,
8616379290,HTT6501,NY,PAS,01/05/2018,74,SUBN,LEXUS,T,34050,10610,10810,20190618,6,6,6,362626,T101,D,0505P,,NY,F,200,W 14th St,,0,408,j2,,YYYYYYY,,,BK,,2013,,0,57,74B-Covered Plate,,,
8610517330,NYP6426,NY,SRN,01/05/2018,74,2DSD,TOYOT,T,5780,56030,19330,20180731,78,78,78,358226,T301,C,0357P,,K,F,70,7th Ave,,0,408,j2,,YYYYYYY,,,BLACK,,2007,,0,19,74A-Improperly Displayed Plate,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8635501184,EYA9660,NY,PAS,01/05/2018,74,4DSD,AUDI,T,6430,5880,72630,20180314,78,78,78,355667,T302,C,0218P,,K,O,455,13th St,,0,408,j2,,YYYYYYY,,,WH,,2016,,0,60,74-Missing Display Plate,,,
8633157524,AH02531,CT,PAS,01/05/2018,74,2DSD,FORD,T,31470,10425,16910,88880088,34,34,34,356335,T103,J,1104A,,NY,O,25,Staff St,,0,408,j2,,YYYYYYY,,,BLACK,,0,,0,26,74A-Improperly Displayed Plate,,,
8631301073,AZN5422,NY,PAS,01/05/2018,74,SUBN,TOYOT,T,53390,8590,38360,20180210,109,109,109,357359,T401,J,0116P,,Q,O,35-06,Leavitt St,,0,408,j2,,YYYYYYY,,,BK,,0,,0,08,74A-Improperly Displayed Plate,,,
8626958274,BM2W,NY,ORG,01/05/2018,74,2DSD,BMW,T,10110,18770,18790,20190730,19,19,19,365335,T103,Y,1013A,,NY,F,1728,2nd Ave,,0,408,j2,,YYYYYYY,,,BK,,2015,,0,CC1,74-Missing Display Plate,,,
8623458310,12574JY,NY,COM,01/05/2018,74,VAN,GMC,T,10110,18490,18510,88880088,19,19,19,362620,T103,D,0948A,,NY,F,1441,2nd Ave,,0,408,j2,,YYYYYYY,,,WHITE,,2007,,0,30,74-Missing Display Plate,,,
8616379290,HTT6501,NY,PAS,01/05/2018,74,SUBN,LEXUS,T,34050,10610,10810,20190618,6,6,6,362626,T101,D,0505P,,NY,F,200,W 14th St,,0,408,j2,,YYYYYYY,,,BK,,2013,,0,57,74B-Covered Plate,,,
8610517330,NYP6426,NY,SRN,01/05/2018,74,2DSD,TOYOT,T,5780,56030,19330,20180731,78,78,78,358226,T301,C,0357P,,K,F,70,7th Ave,,0,408,j2,,YYYYYYY,,,BLACK,,2007,,0,19,74A-Improperly Displayed Plate,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8635501184,EYA9660,NY,PAS,01/05/2018,74,4DSD,AUDI,T,6430,5880,72630,20180314,78,78,78,355667,T302,C,0218P,,K,O,455,13th St,,0,408,j2,,YYYYYYY,,,WH,,2016,,0,60,74-Missing Display Plate,,,
8633157524,AH02531,CT,PAS,01/05/2018,74,2DSD,FORD,T,31470,10425,16910,88880088,34,34,34,356335,T103,J,1104A,,NY,O,25,Staff St,,0,408,j2,,YYYYYYY,,,BLACK,,0,,0,26,74A-Improperly Displayed Plate,,,
8631301073,AZN5422,NY,PAS,01/05/2018,74,SUBN,TOYOT,T,53390,8590,38360,20180210,109,109,109,357359,T401,J,0116P,,Q,O,35-06,Leavitt St,,0,408,j2,,YYYYYYY,,,BK,,0,,0,08,74A-Improperly Displayed Plate,,,
8626958274,BM2W,NY,ORG,01/05/2018,74,2DSD,BMW,T,10110,18770,18790,20190730,19,19,19,365335,T103,Y,1013A,,NY,F,1728,2nd Ave,,0,408,j2,,YYYYYYY,,,BK,,2015,,0,CC1,74-Missing Display Plate,,,
8623458310,12574JY,NY,COM,01/05/2018,74,VAN,GMC,T,10110,18490,18510,88880088,19,19,19,362620,T103,D,0948A,,NY,F,1441,2nd Ave,,0,408,j2,,YYYYYYY,,,WHITE,,2007,,0,30,74-Missing Display Plate,,,
8616379290,HTT6501,NY,PAS,01/05/2018,74,SUBN,LEXUS,T,34050,10610,10810,20190618,6,6,6,362626,T101,D,0505P,,NY,F,200,W 14th St,,0,408,j2,,YYYYYYY,,,BK,,2013,,0,57,74B-Covered Plate,,,
8610517330,NYP6426,NY,SRN,01/05/2018,74,2DSD,TOYOT,T,5780,56030,19330,20180731,78,78,78,358226,T301,C,0357P,,K,F,70,7th Ave,,0,408,j2,,YYYYYYY,,,BLACK,,2007,,0,19,74A-Improperly Displayed Plate,,,
