Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634358938,P82CSN,NJ,PAS,01/30/2018,8,PICK,GMC,T,34470,10610,10810,88880088,14,14,14,350408,T106,M,0651A,0641A,NY,O,248,W 35th St,,0,408,p,,YYYYYYY,,,WHITE,,0,,0,43,08-Engine Idling,,,
8619415049,T728162C,NY,OMT,01/30/2018,8,SUBN,FORD,T,34410,10510,10610,20180228,14,14,14,364822,T102,A,0218P,0214P,NY,O,128,W 32nd St,,20180130,408,p,,YYYYYYY,,,BK,,2007,,0,F,08-Engine Idling,,,
8619415001,2H13H,NY,OMT,01/30/2018,8,TAXI,TOYOT,T,34430,10510,10610,20190131,14,14,14,364822,T102,A,0209P,0205P,NY,F,157,W 33rd St,,0,408,p,,YYYYYYY,,,YW,,2016,,0,F,08-Engine Idling,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634358938,P82CSN,NJ,PAS,01/30/2018,8,PICK,GMC,T,34470,10610,10810,88880088,14,14,14,350408,T106,M,0651A,0641A,NY,O,248,W 35th St,,0,408,p,,YYYYYYY,,,WHITE,,0,,0,43,08-Engine Idling,,,
8619415049,T728162C,NY,OMT,01/30/2018,8,SUBN,FORD,T,34410,10510,10610,20180228,14,14,14,364822,T102,A,0218P,0214P,NY,O,128,W 32nd St,,20180130,408,p,,YYYYYYY,,,BK,,2007,,0,F,08-Engine Idling,,,
8619415001,2H13H,NY,OMT,01/30/2018,8,TAXI,TOYOT,T,34430,10510,10610,20190131,14,14,14,364822,T102,A,0209P,0205P,NY,F,157,W 33rd St,,0,408,p,,YYYYYYY,,,YW,,2016,,0,F,08-Engine Idling,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8634358938,P82CSN,NJ,PAS,01/30/2018,8,PICK,GMC,T,34470,10610,10810,88880088,14,14,14,350408,T106,M,0651A,0641A,NY,O,248,W 35th St,,0,408,p,,YYYYYYY,,,WHITE,,0,,0,43,08-Engine Idling,,,
8619415049,T728162C,NY,OMT,01/30/2018,8,SUBN,FORD,T,34410,10510,10610,20180228,14,14,14,364822,T102,A,0218P,0214P,NY,O,128,W 32nd St,,20180130,408,p,,YYYYYYY,,,BK,,2007,,0,F,08-Engine Idling,,,
8619415001,2H13H,NY,OMT,01/30/2018,8,TAXI,TOYOT,T,34430,10510,10610,20190131,14,14,14,364822,T102,A,0209P,0205P,NY,F,157,W 33rd St,,0,408,p,,YYYYYYY,,,YW,,2016,,0,F,08-Engine Idling,,,
