Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434138380,42019MK,NY,COM,01/17/2018,52,,FORD,P,0,0,0,20190514,5,5,6,924063,0006,0000,1115P,,NY,,,FRANKLIN,COURTLANDT AVE,0,408,D,,YYYYYYY,ALL,ALL,WT,0,0,-,0,,,,,
8522890481,HSF7745,NY,PAS,01/17/2018,52,SUBN,CHEVR,T,27000,0,0,20190816,48,48,48,358648,T201,N,0601A,,BX,I,N,E 178th St,5ft W/of Crotona Pky,0,408,e4,,YYYYYYY,,,BK,,2013,,0,G,52-Intersection,,,
8522890470,GZK8943,NY,PAS,01/17/2018,52,4DSD,ACURA,T,22720,0,0,20190617,48,48,48,358648,T201,N,0600A,,BX,I,W,Crotona Pky,5ft N/of E 178th St,0,408,e4,,YYYYYYY,,,BK,,2012,,0,G,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434138380,42019MK,NY,COM,01/17/2018,52,,FORD,P,0,0,0,20190514,5,5,6,924063,0006,0000,1115P,,NY,,,FRANKLIN,COURTLANDT AVE,0,408,D,,YYYYYYY,ALL,ALL,WT,0,0,-,0,,,,,
8522890481,HSF7745,NY,PAS,01/17/2018,52,SUBN,CHEVR,T,27000,0,0,20190816,48,48,48,358648,T201,N,0601A,,BX,I,N,E 178th St,5ft W/of Crotona Pky,0,408,e4,,YYYYYYY,,,BK,,2013,,0,G,52-Intersection,,,
8522890470,GZK8943,NY,PAS,01/17/2018,52,4DSD,ACURA,T,22720,0,0,20190617,48,48,48,358648,T201,N,0600A,,BX,I,W,Crotona Pky,5ft N/of E 178th St,0,408,e4,,YYYYYYY,,,BK,,2012,,0,G,52-Intersection,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1434138380,42019MK,NY,COM,01/17/2018,52,,FORD,P,0,0,0,20190514,5,5,6,924063,0006,0000,1115P,,NY,,,FRANKLIN,COURTLANDT AVE,0,408,D,,YYYYYYY,ALL,ALL,WT,0,0,-,0,,,,,
8522890481,HSF7745,NY,PAS,01/17/2018,52,SUBN,CHEVR,T,27000,0,0,20190816,48,48,48,358648,T201,N,0601A,,BX,I,N,E 178th St,5ft W/of Crotona Pky,0,408,e4,,YYYYYYY,,,BK,,2013,,0,G,52-Intersection,,,
8522890470,GZK8943,NY,PAS,01/17/2018,52,4DSD,ACURA,T,22720,0,0,20190617,48,48,48,358648,T201,N,0600A,,BX,I,W,Crotona Pky,5ft N/of E 178th St,0,408,e4,,YYYYYYY,,,BK,,2012,,0,G,52-Intersection,,,
