Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1420242453,HMZ2432,NY,PAS,01/17/2018,83,SDN,CHEVR,P,68020,26910,26940,20180216,48,48,48,934018,0048,0000,0735A,,BX,O,4143,THIRD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1421528691,GBZ8231,NY,PAS,01/17/2018,83,VAN,CHEVR,X,51090,40404,40404,20181118,105,105,968,2613,0968,0000,1250A,,Q,,218,JAMAICA AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,1996,-,0,,,,,
1435264095,GSV4800,NY,PAS,01/17/2018,83,P-U,FORD,P,10430,6080,6180,20190317,68,68,68,961453,0068,0000,0401A,,K,F,1040,77 ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,1998,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1420242453,HMZ2432,NY,PAS,01/17/2018,83,SDN,CHEVR,P,68020,26910,26940,20180216,48,48,48,934018,0048,0000,0735A,,BX,O,4143,THIRD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1421528691,GBZ8231,NY,PAS,01/17/2018,83,VAN,CHEVR,X,51090,40404,40404,20181118,105,105,968,2613,0968,0000,1250A,,Q,,218,JAMAICA AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,1996,-,0,,,,,
1435264095,GSV4800,NY,PAS,01/17/2018,83,P-U,FORD,P,10430,6080,6180,20190317,68,68,68,961453,0068,0000,0401A,,K,F,1040,77 ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,1998,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1420242453,HMZ2432,NY,PAS,01/17/2018,83,SDN,CHEVR,P,68020,26910,26940,20180216,48,48,48,934018,0048,0000,0735A,,BX,O,4143,THIRD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1421528691,GBZ8231,NY,PAS,01/17/2018,83,VAN,CHEVR,X,51090,40404,40404,20181118,105,105,968,2613,0968,0000,1250A,,Q,,218,JAMAICA AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,1996,-,0,,,,,
1435264095,GSV4800,NY,PAS,01/17/2018,83,P-U,FORD,P,10430,6080,6180,20190317,68,68,68,961453,0068,0000,0401A,,K,F,1040,77 ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,1998,-,0,,,,,
