Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8629963864,95187,MA,APP,01/22/2018,77,BUS,VANHO,T,54580,61390,54790,20180688,109,109,109,364931,T401,D,0957A,,Q,F,41-60,Main St,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,06,77-Parked Bus (exc desig area),,,
8624323733,19845SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,20790,22960,12010,20181231,34,34,34,356491,T103,K,1109A,,NY,F,133,Fort George Ave,,0,408,m5,,YYYYYYY,,,YW,,2014,,0,01,77-Parked Bus (exc desig area),,,
8616307606,97331,MA,APP,01/22/2018,77,BUS,NS/OT,T,11610,14010,22890,20180688,7,7,7,363572,T101,A,0952A,,NY,F,38,Allen St,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,12,77-Parked Bus (exc desig area),,,
8612959718,35941BB,NY,OMR,01/22/2018,77,BUS,INTER,T,6280,9080,9130,20180228,66,66,66,363502,T302,C,1116A,,K,O,5002,12th Ave,,0,408,m5,,YYYYYYY,,,YELLO,,0,,0,01,77-Parked Bus (exc desig area),,,
8615169676,24765SH,NY,SCL,01/22/2018,77,BUS,FORD,T,65030,35730,35780,20181231,70,70,70,331331,T302,M,1036A,,K,O,2110,Newkirk Ave,,0,408,m5,,YYYYYYY,,,YW,,2016,,0,R,77-Parked Bus (exc desig area),,,
8615169664,23831SH,NY,SCL,01/22/2018,77,SUBN,CHEVR,T,65030,0,0,20171231,70,70,70,331331,T302,M,1033A,,K,I,N,Newkirk Ave,40ft W/of E 22nd St,0,408,m5,,YYYYYYY,,,YW,,2014,,0,R,77-Parked Bus (exc desig area),,,
8612513431,29443BB,NY,OMR,01/22/2018,77,BUS,,T,14280,35830,35880,20180228,70,70,70,359576,T302,S,0128P,,K,F,2302,Avenue N,,0,408,m5,,YYYYYYY,,,YW,,2014,,0,R,77-Parked Bus (exc desig area),,,
8612513420,62364BA,NY,OMR,01/22/2018,77,BUS,,T,14280,35780,35830,20180228,70,70,70,359576,T302,S,0126P,,K,O,2218,Avenue N,,0,408,m5,,YYYYYYY,,,YW,,2011,,0,R,77-Parked Bus (exc desig area),,,
8607852887,16027SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,24420,58620,53720,20181231,47,47,47,365350,T201,C,0148P,,BX,F,4331,De Reimer Ave,,0,408,m5,,YYYYYYY,,,YW,,2012,,0,01,77-Parked Bus (exc desig area),,,
8596482490,35781BB,NY,OMR,01/22/2018,77,BUS,FORD,T,22910,24540,44690,20180228,113,113,113,366432,T402,S,0204P,,Q,F,169-18,144th Rd,,0,408,m5,,YYYYYYY,,,BK,,2008,,0,R,77-Parked Bus (exc desig area),,,
8589227741,35242BB,NY,OMR,01/22/2018,77,BUS,FORD,T,15220,11005,60620,20180228,49,49,49,357732,T201,A,1113A,,BX,F,2200,Bronx Park East,,0,408,m5,,YYYYYYY,,,YW,,2015,,0,01,77-Parked Bus (exc desig area),,,
8565884648,26993SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,19720,25150,25160,20181231,103,103,103,362177,T402,S,0138P,,Q,O,184-14,104th Ave,,0,408,m5,,YYYYYYY,,,YW,,2006,,0,CC2,77-Parked Bus (exc desig area),,,
8565884491,23007SH,NY,SCL,01/22/2018,77,VAN,CHEVR,T,22540,51090,18140,20181231,103,103,103,362177,T402,S,1234P,,Q,O,89-31,138th Pl,,0,408,m5,,YYYYYYY,,,YW,,2008,,0,CC2,77-Parked Bus (exc desig area),,,
8555448839,5707A,MA,APP,01/22/2018,77,BUS,VANHO,T,57790,36590,58590,20180688,109,109,109,357763,T401,D,1000A,,Q,O,141-47,Northern Blvd,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,05,77-Parked Bus (exc desig area),,,
8562384963,62117BA,NY,OMR,01/22/2018,77,BUS,,T,23020,64890,21810,20180228,113,113,113,343942,T402,Y,1003A,,Q,F,128-13,145th St,,0,408,m5,,YYYYYYY,,,YW,,2004,,0,CC3,77-Parked Bus (exc desig area),,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8629963864,95187,MA,APP,01/22/2018,77,BUS,VANHO,T,54580,61390,54790,20180688,109,109,109,364931,T401,D,0957A,,Q,F,41-60,Main St,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,06,77-Parked Bus (exc desig area),,,
8624323733,19845SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,20790,22960,12010,20181231,34,34,34,356491,T103,K,1109A,,NY,F,133,Fort George Ave,,0,408,m5,,YYYYYYY,,,YW,,2014,,0,01,77-Parked Bus (exc desig area),,,
8616307606,97331,MA,APP,01/22/2018,77,BUS,NS/OT,T,11610,14010,22890,20180688,7,7,7,363572,T101,A,0952A,,NY,F,38,Allen St,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,12,77-Parked Bus (exc desig area),,,
8612959718,35941BB,NY,OMR,01/22/2018,77,BUS,INTER,T,6280,9080,9130,20180228,66,66,66,363502,T302,C,1116A,,K,O,5002,12th Ave,,0,408,m5,,YYYYYYY,,,YELLO,,0,,0,01,77-Parked Bus (exc desig area),,,
8615169676,24765SH,NY,SCL,01/22/2018,77,BUS,FORD,T,65030,35730,35780,20181231,70,70,70,331331,T302,M,1036A,,K,O,2110,Newkirk Ave,,0,408,m5,,YYYYYYY,,,YW,,2016,,0,R,77-Parked Bus (exc desig area),,,
8615169664,23831SH,NY,SCL,01/22/2018,77,SUBN,CHEVR,T,65030,0,0,20171231,70,70,70,331331,T302,M,1033A,,K,I,N,Newkirk Ave,40ft W/of E 22nd St,0,408,m5,,YYYYYYY,,,YW,,2014,,0,R,77-Parked Bus (exc desig area),,,
8612513431,29443BB,NY,OMR,01/22/2018,77,BUS,,T,14280,35830,35880,20180228,70,70,70,359576,T302,S,0128P,,K,F,2302,Avenue N,,0,408,m5,,YYYYYYY,,,YW,,2014,,0,R,77-Parked Bus (exc desig area),,,
8612513420,62364BA,NY,OMR,01/22/2018,77,BUS,,T,14280,35780,35830,20180228,70,70,70,359576,T302,S,0126P,,K,O,2218,Avenue N,,0,408,m5,,YYYYYYY,,,YW,,2011,,0,R,77-Parked Bus (exc desig area),,,
8607852887,16027SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,24420,58620,53720,20181231,47,47,47,365350,T201,C,0148P,,BX,F,4331,De Reimer Ave,,0,408,m5,,YYYYYYY,,,YW,,2012,,0,01,77-Parked Bus (exc desig area),,,
8596482490,35781BB,NY,OMR,01/22/2018,77,BUS,FORD,T,22910,24540,44690,20180228,113,113,113,366432,T402,S,0204P,,Q,F,169-18,144th Rd,,0,408,m5,,YYYYYYY,,,BK,,2008,,0,R,77-Parked Bus (exc desig area),,,
8589227741,35242BB,NY,OMR,01/22/2018,77,BUS,FORD,T,15220,11005,60620,20180228,49,49,49,357732,T201,A,1113A,,BX,F,2200,Bronx Park East,,0,408,m5,,YYYYYYY,,,YW,,2015,,0,01,77-Parked Bus (exc desig area),,,
8565884648,26993SH,NY,SCL,01/22/2018,77,SUBN,FORD,T,19720,25150,25160,20181231,103,103,103,362177,T402,S,0138P,,Q,O,184-14,104th Ave,,0,408,m5,,YYYYYYY,,,YW,,2006,,0,CC2,77-Parked Bus (exc desig area),,,
8565884491,23007SH,NY,SCL,01/22/2018,77,VAN,CHEVR,T,22540,51090,18140,20181231,103,103,103,362177,T402,S,1234P,,Q,O,89-31,138th Pl,,0,408,m5,,YYYYYYY,,,YW,,2008,,0,CC2,77-Parked Bus (exc desig area),,,
8555448839,5707A,MA,APP,01/22/2018,77,BUS,VANHO,T,57790,36590,58590,20180688,109,109,109,357763,T401,D,1000A,,Q,O,141-47,Northern Blvd,,0,408,m5,,YYYYYYY,,,WHITE,,0,,0,05,77-Parked Bus (exc desig area),,,
8562384963,62117BA,NY,OMR,01/22/2018,77,BUS,,T,23020,64890,21810,20180228,113,113,113,343942,T402,Y,1003A,,Q,F,128-13,145th St,,0,408,m5,,YYYYYYY,,,YW,,2004,,0,CC3,77-Parked Bus (exc desig area),,,
